Num,Id,Request#,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,AVERAGE_Z_SCORE,AVERAGE_Z_SCORE_ENGLISH,AVERAGE_Z_SCORE_CHINESE
235,243655,"Yes, I appreciate that my edits were not the best, but they are currently the best available in Wikipedia for guiding readers in understanding there the emergence of the legal systems of the United Kingdom. Do You have a better suggestion?#",-3,,,,,,,,,-3,,,,,,,-5,,3,,3,,-7,,,,,,,7,,,2,,,,-4,,,,,2,6,,,,6,,,,,,,,-0.608902692,blank,blank,blank,blank,blank,blank,blank,blank,-0.523849527,blank,blank,blank,blank,blank,blank,-1.000242665,blank,0.007685551,blank,0.268071815,blank,-1.960176991,blank,blank,blank,blank,blank,blank,0.9993587,blank,blank,0.348700817,blank,blank,blank,-0.611014134,blank,blank,blank,blank,0.340659114,1.06877599,blank,blank,blank,1.328283427,blank,blank,blank,blank,blank,blank,blank,-0.028554216,-0.402579401,0.495081043
236,568195,Hi. Just wondering why you deleted the OneCone International article?#,3,,,,,,,,,-1,,,,,,,-2,,4,,3,,0,,,,,,,6,,,1,,,,-9,,,,,-1,-3,,,,3,,,,,,,,0.346663481,blank,blank,blank,blank,blank,blank,blank,blank,-0.216133549,blank,blank,blank,blank,blank,blank,-0.338429296,blank,0.227272727,blank,0.268071815,blank,-0.411504425,blank,blank,blank,blank,blank,blank,0.785592133,blank,blank,-0.022494432,blank,blank,blank,-1.49440636,blank,blank,blank,blank,-0.277260556,-0.5584162,blank,blank,blank,0.65754613,blank,blank,blank,blank,blank,blank,blank,-0.086124878,0.094504698,-0.339006284
237,625202,"<name>, I'm with you, stepping back and looking at it. Shall I merge-tag them or should we just merge them in-house?#",5,,,,,,,,,4,,,,,,,0,,5,,2,,8,,,,,,,9,,,3,,,,-3,,,,,0,3,,,,7,,,,,,,,0.665185539,blank,blank,blank,blank,blank,blank,blank,blank,0.553156397,blank,blank,blank,blank,blank,blank,0.102779616,blank,0.446859903,blank,0.043367863,blank,1.35840708,blank,blank,blank,blank,blank,blank,1.426891834,blank,blank,0.719896065,blank,blank,blank,-0.434335689,blank,blank,blank,blank,-0.071287333,0.526378593,blank,blank,blank,1.551862526,blank,blank,blank,blank,blank,blank,blank,0.574096866,0.656664033,0.458502833
238,397055,I noticed your edits and the Vote for Deletion discussion on the topic. Are you on facebook?#,0,,,,,,,,,0,,,,,,,0,,2,,3,,-1,,,,,,,4,,,0,,,,-3,,,,,0,0,,,,-1,,,,,,,,-0.131119605,blank,blank,blank,blank,blank,blank,blank,blank,-0.06227556,blank,blank,blank,blank,blank,blank,0.102779616,blank,-0.211901625,blank,0.268071815,blank,-0.632743363,blank,blank,blank,blank,blank,blank,0.358059,blank,blank,-0.393689681,blank,blank,blank,-0.434335689,blank,blank,blank,blank,-0.071287333,-0.016018803,blank,blank,blank,-0.236770266,blank,blank,blank,blank,blank,blank,blank,-0.121769291,-0.044161389,-0.230420354
239,627565,Let's pretend that we have reached an impasse and then we can stop talking to each other. Deal?#,-9,,,,,,,,,-9,,,,,,,-12,,-2,,3,,-10,,,,,,,3,,,0,,,,-12,,,,,-1,-11,,,,-4,,,,,,,,-1.564468864,blank,blank,blank,blank,blank,blank,blank,blank,-1.446997461,blank,blank,blank,blank,blank,blank,-2.544473858,blank,-1.090250329,blank,0.268071815,blank,-2.623893805,blank,blank,blank,blank,blank,blank,0.144292433,blank,blank,-0.393689681,blank,blank,blank,-2.024441696,blank,blank,blank,blank,-0.277260556,-2.004809257,blank,blank,blank,-0.907507563,blank,blank,blank,blank,blank,blank,blank,-1.205452402,-1.265388582,-1.12154175
240,549635,Why are you putting <nowiki><person></nowiki> on several pages related with Yu-musicians? IMO this is a pretty <strike>stup</strike> meaningless stub to have; why not <nowiki><person></nowiki> instead?#,-8,,,,,,,,,-8,,,,,,,-3,,-1,,4,,-6,,,,,,,5,,,-4,,,,-10,,,,,-2,-6,,,,-4,,,,,,,,-1.405207836,blank,blank,blank,blank,blank,blank,blank,blank,-1.293139472,blank,blank,blank,blank,blank,blank,-0.559033752,blank,-0.870663153,blank,0.492775768,blank,-1.738938053,blank,blank,blank,blank,blank,blank,0.571825566,blank,blank,-1.878470676,blank,blank,blank,-1.671084806,blank,blank,blank,blank,-0.48323378,-1.100813596,blank,blank,blank,-0.907507563,blank,blank,blank,blank,blank,blank,blank,-0.903624279,-0.686054419,-1.208222084
241,397901,"Yeah, I agree. What's up with that?#",-2,,,6,,,,,0,,,3,,0,,,2,,,-1,,0,,,,,3,,,,,,,5,,,,,0,,,,8,,,-1,-3,,,,,1,,,-0.449641663,blank,blank,0.913652114,blank,blank,blank,blank,-0.149066672,blank,blank,0.162671836,blank,-0.241642651,blank,blank,0.543988529,blank,blank,-0.879040482,blank,-0.108950117,blank,blank,blank,blank,0.546938776,blank,blank,blank,blank,blank,blank,0.772384543,blank,blank,blank,blank,-0.1191,blank,blank,blank,1.430374254,blank,blank,-0.465189873,-0.683928464,blank,blank,blank,blank,-0.024681736,blank,blank,0.083251226,0.03765663,0.151643121
242,188918,How do you fix all those edits at once? Do you have to be an admin to do so?#,1,,,0,,,,,0,,,0,,-1,,,0,,,0,,0,,,,,0,,,,,,,2,,,,,0,,,,7,,,0,0,,,,,4,,,0.028141424,blank,blank,-0.125848926,blank,blank,blank,blank,-0.149066672,blank,blank,-0.366055693,blank,-0.447488678,blank,blank,0.102779616,blank,blank,-0.657340487,blank,-0.108950117,blank,blank,blank,blank,-0.133333333,blank,blank,blank,blank,blank,blank,0.065504241,blank,blank,blank,blank,-0.1191,blank,blank,blank,1.249575122,blank,blank,-0.177502877,-0.013191167,blank,blank,blank,blank,0.754741491,blank,blank,-0.006475737,-0.20635143,0.293337802
243,17000,"Sorry if it seems like I'm bugging you about the above image - I'm trying to determine the copyright holder, which needs to be specified on the image page per <url>a. When I click on the source link, I get an ""access forbidden"" message. Can you please specify the copyright holder on the page?#",10,,,10,,,,,11,,,6,,7,,,3,,,2,,10,,,,,4,,,,,,,5,,,,,10,,,,1,,,8,12,,,,,7,,,1.461490683,blank,blank,1.606652807,blank,blank,blank,blank,1.954746969,blank,blank,0.691399366,blank,1.199279539,blank,blank,0.764592985,blank,blank,-0.213940496,blank,1.691878264,blank,blank,blank,blank,0.773696145,blank,blank,blank,blank,blank,blank,0.772384543,blank,blank,blank,blank,1.8809,blank,blank,blank,0.164780329,blank,blank,2.123993096,2.66975802,blank,blank,blank,blank,1.534164718,blank,blank,1.271718464,1.103310696,1.524330118
244,209367,What State are you from? New Jersey?#,-5,,,0,,,,,-2,,,-7,,0,,,-1,,,0,,0,,,,,-5,,,,,,,4,,,,,-3,,,,9,,,-1,0,,,,,4,,,-0.927424749,blank,blank,-0.125848926,blank,blank,blank,blank,-0.531578243,blank,blank,-1.59975326,blank,-0.241642651,blank,blank,-0.11782484,blank,blank,-0.657340487,blank,-0.108950117,blank,blank,blank,blank,-1.267120181,blank,blank,blank,blank,blank,blank,0.536757776,blank,blank,blank,blank,-0.7191,blank,blank,blank,1.611173386,blank,blank,-0.465189873,-0.013191167,blank,blank,blank,blank,0.754741491,blank,blank,-0.258152789,-0.619720384,0.284198602
245,314947,"If you're not using your user page, you should try redirecting it to your talk. Or is this a statement on the futility of userpages in general?#",-8,,,0,,,,,-1,,,0,,-4,,,0,,,0,,-1,,,,,-7,,,,,,,8,,,,,-3,,,,8,,,-1,-3,,,,,-1,,,-1.405207836,blank,blank,-0.125848926,blank,blank,blank,blank,-0.340322457,blank,blank,-0.366055693,blank,-1.06502676,blank,blank,0.102779616,blank,blank,-0.657340487,blank,-0.289032955,blank,blank,blank,blank,-1.720634921,blank,blank,blank,blank,blank,blank,1.479264844,blank,blank,blank,blank,-0.7191,blank,blank,blank,1.430374254,blank,blank,-0.465189873,-0.683928464,blank,blank,blank,blank,-0.54429722,blank,blank,-0.357971125,-0.651854491,0.082853924
246,281599,Well? What do you think?#,-7,,,-1,,,,,1,,,1,,-6,,,-1,,,-4,,-1,,,,,-3,,,,,,,2,,,,,-6,,,,8,,,-1,-3,,,,,-3,,,-1.245946807,blank,blank,-0.299099099,blank,blank,blank,blank,0.042189114,blank,blank,-0.189813183,blank,-1.476718814,blank,blank,-0.11782484,blank,blank,-1.544140469,blank,-0.289032955,blank,blank,blank,blank,-0.813605442,blank,blank,blank,blank,blank,blank,0.065504241,blank,blank,blank,blank,-1.3191,blank,blank,blank,1.430374254,blank,blank,-0.465189873,-0.683928464,blank,blank,blank,blank,-1.063912705,blank,blank,-0.531349669,-0.6593325,-0.339375424
247,34065,I don't think I'll have the time to keep the flies off it all week but I'll have a go (I might get around to incorporating Caitlin Moran's detailed reviews too). Could you not semi it as well?#,-6,,,-1,,,,,0,,,-6,,-2,,,-1,,,-6,,-2,,,,,-2,,,,,,,10,,,,,9,,,,5,,,3,-3,,,,,3,,,-1.086685778,blank,blank,-0.299099099,blank,blank,blank,blank,-0.149066672,blank,blank,-1.423510751,blank,-0.653334706,blank,blank,-0.11782484,blank,blank,-1.98754046,blank,-0.469115793,blank,blank,blank,blank,-0.586848073,blank,blank,blank,blank,blank,blank,1.950518379,blank,blank,blank,blank,1.6809,blank,blank,blank,0.887976858,blank,blank,0.685558113,-0.683928464,blank,blank,blank,blank,0.494933749,blank,blank,-0.117137836,-0.752558463,0.835993106
248,590326,"I think I'm gonna request a free image from a Wikipedia biography subject by following <url>. I was wondering, if I'm planning to upload the image to Commons and the subject doesn't speak English to understand the e-mail, what should I do?#",1,,,1,,,,,-2,,,5,,-1,,,1,,,0,,1,,,,,11,,,,,,,9,,,,,12,,,,7,,,2,-3,,,,,6,,,0.028141424,blank,blank,0.047401247,blank,blank,blank,blank,-0.531578243,blank,blank,0.515156856,blank,-0.447488678,blank,blank,0.323384072,blank,blank,-0.657340487,blank,0.071132721,blank,blank,blank,blank,2.360997732,blank,blank,blank,blank,blank,blank,1.714891612,blank,blank,blank,blank,2.2809,blank,blank,blank,1.249575122,blank,blank,0.397871116,-0.683928464,blank,blank,blank,blank,1.274356976,blank,blank,0.529564867,0.189978516,1.038944394
249,144985,"Right, I was demonstrating that one could merge <person> with <person>, that option would not appear on players that were not Dual players. Did anything actually break?#",-7,,,4,,,,,2,,,-5,,-4,,,0,,,0,,0,,,,,-3,,,,,,,5,,,,,0,,,,8,,,0,-3,,,,,-2,,,-1.245946807,blank,blank,0.567151767,blank,blank,blank,blank,0.233444899,blank,blank,-1.247268241,blank,-1.06502676,blank,blank,0.102779616,blank,blank,-0.657340487,blank,-0.108950117,blank,blank,blank,blank,-0.813605442,blank,blank,blank,blank,blank,blank,0.772384543,blank,blank,blank,blank,-0.1191,blank,blank,blank,1.430374254,blank,blank,-0.177502877,-0.683928464,blank,blank,blank,blank,-0.804104962,blank,blank,-0.254442605,-0.470529063,0.069687082
250,429116,Turkish boys are circumcised they are Muslim's. Why did you delete it?#,-10,,,-12,,,,,-2,,,-10,,-4,,,-1,,,0,,-3,,,,,12,,,,,,,5,,,,,-9,,,,6,,,-1,-2,,,,,-1,,,-1.723729893,blank,blank,-2.204851005,blank,blank,blank,blank,-0.531578243,blank,blank,-2.12848079,blank,-1.06502676,blank,blank,-0.11782484,blank,blank,-0.657340487,blank,-0.649198631,blank,blank,blank,blank,2.587755102,blank,blank,blank,blank,blank,blank,0.772384543,blank,blank,blank,blank,-1.9191,blank,blank,blank,1.06877599,blank,blank,-0.465189873,-0.460349365,blank,blank,blank,blank,-0.54429722,blank,blank,-0.535870098,-0.721141727,-0.257962654
251,299277,"I can certainly suggest to Isarig that 3RR is not an entitlement, and that dicussion is often the better approach. Would you like me to try to mediate the Karsh page?#",5,,,,,2,,-2,,,,,,12,,,,,,4,,,,,,2,,0,,,,,,,5,,,,9,2,,,,,,5,,,4,,,,,,0.665185539,blank,blank,blank,blank,0.248214268,blank,-0.79172645,blank,blank,blank,blank,blank,2.228509675,blank,blank,blank,blank,blank,0.229459495,blank,blank,blank,blank,blank,0.04185022,blank,-0.207931884,blank,blank,blank,blank,blank,blank,1.114371708,blank,blank,blank,1.6809,0.208020478,blank,blank,blank,blank,blank,1.260932106,blank,blank,0.965413029,blank,blank,blank,blank,blank,0.636933182,0.344794409,1.045927464
252,126492,So you're interested in both Amiga computers and BDSM! Are you an atheist too?#,-10,,,,,-1,,-10,,,,,,0,,-2,,,,-1,,,,,,-3,,0,,,,,,,-11,,,,9,-1,,,,,,3,,,8,,,,,,-1.723729893,blank,blank,blank,blank,-0.25789788,blank,-2.181363234,blank,blank,blank,blank,blank,-0.241642651,blank,-0.431218474,blank,blank,blank,-0.879040482,blank,blank,blank,blank,blank,-1.059471366,blank,-0.207931884,blank,blank,blank,blank,blank,blank,-2.89867068,blank,blank,blank,1.6809,-0.523330083,blank,blank,blank,blank,blank,0.685558113,blank,blank,1.860868592,blank,blank,blank,blank,blank,-0.475151532,-0.872786983,0.161065188
253,623938,"One deleteable article at a time, please. This is a <url> G4; do you agree, and if not, why not?#",-7,,,,,0,,-7,,,,,,7,,0,,,,-1,,,,,,-2,,-6,,,,,,,-9,,,,2,1,,,,,,-1,,,3,,,,,,-1.245946807,blank,blank,blank,blank,-0.089193831,blank,-1.66024944,blank,blank,blank,blank,blank,1.199279539,blank,0.031551668,blank,blank,blank,-0.879040482,blank,blank,blank,blank,blank,-0.839207048,blank,-1.552319068,blank,blank,blank,blank,blank,blank,-2.397040381,blank,blank,blank,0.2809,-0.035763042,blank,blank,blank,blank,blank,-0.465189873,blank,blank,0.741549138,blank,blank,blank,blank,blank,-0.531589971,-0.629390684,-0.375108832
254,89281,You just built an article called Fort Fort Mitchel. Did you mean to have two fort's in the title?#,-1,,,,,0,,2,,,,,,12,,1,,,,-1,,,,,,4,,0,,,,,,,-3,,,,5,0,,,,,,0,,,0,,,,,,-0.290380634,blank,blank,blank,blank,-0.089193831,blank,-0.096908058,blank,blank,blank,blank,blank,2.228509675,blank,0.262936739,blank,blank,blank,-0.879040482,blank,blank,blank,blank,blank,0.482378855,blank,-0.207931884,blank,blank,blank,blank,blank,blank,-0.892149486,blank,blank,blank,0.8809,-0.279546563,blank,blank,blank,blank,blank,-0.177502877,blank,blank,0.069957466,blank,blank,blank,blank,blank,0.077848378,0.176296297,-0.079668292
255,898,* <url>: 87/88 Quarterfinal (winfall viktory in the second round against former leader of the <url> <url>)? Is there a misetake?#,-1,,,,,-3,,-3,,,,,,-3,,0,,,,0,,,,,,-3,,,,,,,,,4,,,,7,-2,,,,,,1,,,-1,,,,,,-0.290380634,blank,blank,blank,blank,-0.595305979,blank,-0.965431048,blank,blank,blank,blank,blank,-0.859180733,blank,0.031551668,blank,blank,blank,-0.657340487,blank,blank,blank,blank,blank,-1.059471366,blank,blank,blank,blank,blank,blank,blank,blank,0.863556559,blank,blank,blank,1.2809,-0.767113603,blank,blank,blank,blank,blank,0.11018412,blank,blank,-0.153906425,blank,blank,blank,blank,blank,-0.255161494,-0.62793694,0.26672413
256,623275,"Correcting an article to remove mention of something that ''was made up here in Wikipedia'' and does not exist in any formal definition of the article's subject is a furtherance of the <url> policy, not vandalism. Are you interested in knee-jerk reverting, or in actually making your encyclopedia correct and accurate?#",-7,,,,,-7,,-10,,,,,,-9,,-11,,,,-5,,,,,,0,,3,,,,,,,-1,,,,6,-1,,,,,,0,,,-1,,,,,,-1.245946807,blank,blank,blank,blank,-1.270122175,blank,-2.181363234,blank,blank,blank,blank,blank,-2.094256896,blank,-2.513684113,blank,blank,blank,-1.765840465,blank,blank,blank,blank,blank,-0.398678414,blank,0.464261707,blank,blank,blank,blank,blank,blank,-0.390519187,blank,blank,blank,1.0809,-0.523330083,blank,blank,blank,blank,blank,-0.177502877,blank,blank,-0.153906425,blank,blank,blank,blank,blank,-0.859229921,-1.3757038,-0.032871714
257,211646,how do you know that Yuvan is confirmed for Striker? You indeed referring to the <url> starring Siddharth?#,-2,,,,,-4,,-1,,,,,,0,,-1,,,,1,,,,,,-2,,-5,,,,,,,-6,,,,7,-2,,,,,,-3,,,-1,,,,,,-0.449641663,blank,blank,blank,blank,-0.764010028,blank,-0.618021852,blank,blank,blank,blank,blank,-0.241642651,blank,-0.199833403,blank,blank,blank,-0.435640491,blank,blank,blank,blank,blank,-0.839207048,blank,-1.328254537,blank,blank,blank,blank,blank,blank,-1.644594934,blank,blank,blank,1.2809,-0.767113603,blank,blank,blank,blank,blank,-1.040563867,blank,blank,-0.153906425,blank,blank,blank,blank,blank,-0.553963885,-0.609531459,-0.465055766
258,627331,"Incidentally, your username seems familiar. Do you contribute to SPGB-related forums by any chance?#",3,,,,,3,,8,,,,,,3,,0,,,,1,,,,,,1,,0,,,,,,,0,,,,8,2,,,,,,4,,,0,,,,,,0.346663481,blank,blank,blank,blank,0.416918317,blank,0.94531953,blank,blank,blank,blank,blank,0.37589543,blank,0.031551668,blank,blank,blank,-0.435640491,blank,blank,blank,blank,blank,-0.178414097,blank,-0.207931884,blank,blank,blank,blank,blank,blank,-0.139704038,blank,blank,blank,1.4809,0.208020478,blank,blank,blank,blank,blank,0.973245109,blank,blank,0.069957466,blank,blank,blank,blank,blank,0.298983151,0.161795244,0.518483803
259,625139,"Up to you - I see myself picking off one or two every now and then but nowhere near the level of work NortyNort is doing now. By the way, I have an open CCI request that I want a second opinion on - could you please help?#",7,,,,,-2,,5,,,,,,5,,3,,,,0,,,,,,0,,-9,,,,,,,4,,,,7,3,,,,,,2,,,5,,,,,,0.983707597,blank,blank,blank,blank,-0.426601929,blank,0.424205736,blank,blank,blank,blank,blank,0.787587485,blank,0.725706881,blank,blank,blank,-0.657340487,blank,blank,blank,blank,blank,-0.398678414,blank,-2.22451266,blank,blank,blank,blank,blank,blank,0.863556559,blank,blank,blank,1.2809,0.451803998,blank,blank,blank,blank,blank,0.397871116,blank,blank,1.18927692,blank,blank,blank,blank,blank,0.261344831,-0.098240724,0.836681719
260,622646,Please don't talk like a robot. What harm did it do?#,-3,,,,,-10,,-1,,,,,,6,,1,,,,0,,,,,,7,,-6,,,,,,,-3,,,,-8,-9,,,,,,-4,,,-5,,,,,,-0.608902692,blank,blank,blank,blank,-1.776234323,blank,-0.618021852,blank,blank,blank,blank,blank,0.993433512,blank,0.262936739,blank,blank,blank,-0.657340487,blank,blank,blank,blank,blank,1.143171806,blank,-1.552319068,blank,blank,blank,blank,blank,blank,-0.892149486,blank,blank,blank,-1.7191,-2.473598245,blank,blank,blank,blank,blank,-1.328250863,blank,blank,-1.049361988,blank,blank,blank,blank,blank,-0.790441304,-0.351659546,-1.492492116
261,284172,"I'm sorry, but there is no discussion on the talk page that indicates that there was a debate about renaming, so the keep vote stands, I'm afraid. There were nine votes to keep, and only one to merge, so I don't understand how a single vote trumps nine others?#",-6,,,-1,,,,-2,,,,,6,-5,,,-3,,,,,-4,,4,,,,,,,3,,0,,,,,,,6,6,,,2,,,,,,0,,,,,-1.086685778,blank,blank,-0.299099099,blank,blank,blank,-0.79172645,blank,blank,blank,blank,1.189722392,-1.270872787,blank,blank,-0.559033752,blank,blank,blank,blank,-0.829281469,blank,0.594777563,blank,blank,blank,blank,blank,blank,0.239074987,blank,-0.393689681,blank,blank,blank,blank,blank,blank,1.183154559,0.656819853,blank,blank,0.256264237,blank,blank,blank,blank,blank,-0.240049855,blank,blank,blank,blank,-0.096473234,-0.312569377,0.292499823
262,620595,I don't really see that as a problem. If it's a fringe position why not simply state it as such?#,-3,,,0,,,,-5,,,,,-2,-1,,,-5,,,,,-5,,0,,,,,,,-3,,0,,,,,,,0,0,,,4,,,,,,0,,,,,-0.608902692,blank,blank,-0.125848926,blank,blank,blank,-1.312840244,blank,blank,blank,blank,-0.689182207,-0.447488678,blank,blank,-1.000242665,blank,blank,blank,blank,-1.009364308,blank,-0.372340426,blank,blank,blank,blank,blank,blank,-0.781159667,blank,-0.393689681,blank,blank,blank,blank,blank,blank,-0.279546563,-0.446121324,blank,blank,1.01556568,blank,blank,blank,blank,blank,-0.240049855,blank,blank,blank,blank,-0.477943682,-0.705263312,-0.068768348
263,477048,"Regarding <url>: <url> seems to say the exact opposite (that links on a dab page should ''not'' be through redirects). The page is at <url>, so shouldn't that be how it's linked on the dab page?#",-1,,,-1,,,,4,,,,,5,1,,,4,,,,,-4,,0,,,,,,,-4,,5,,,,,,,0,0,,,2,,,,,,0,,,,,-0.290380634,blank,blank,-0.299099099,blank,blank,blank,0.250501138,blank,blank,blank,blank,0.954859317,-0.035796624,blank,blank,0.985197441,blank,blank,blank,blank,-0.829281469,blank,-0.372340426,blank,blank,blank,blank,blank,blank,-0.951198776,blank,1.462286563,blank,blank,blank,blank,blank,blank,-0.279546563,-0.446121324,blank,blank,0.256264237,blank,blank,blank,blank,blank,-0.240049855,blank,blank,blank,blank,0.011806709,-0.065282126,0.150566612
264,179380,E-mail me at <url> (just get rid of the spaces in between the letters and numbers) whenever you feel like it. By the way are you a member on any Iranian football forums online?#,3,,,6,,,,1,,,,,6,4,,,6,,,,,0,,6,,,,,,,5,,7,,,,,,,-2,2,,,0,,,,,,0,,,,,0.346663481,blank,blank,0.913652114,blank,blank,blank,-0.270612656,blank,blank,blank,blank,1.189722392,0.581741457,blank,blank,1.426406353,blank,blank,blank,blank,-0.108950117,blank,1.078336557,blank,blank,blank,blank,blank,blank,0.579153205,blank,2.20467706,blank,blank,blank,blank,blank,blank,-0.767113603,-0.078474265,blank,blank,-0.503037206,blank,blank,blank,blank,blank,-0.240049855,blank,blank,blank,blank,0.453722494,0.637345865,0.123200426
265,282680,Good idea.... Perhaps though you could also make a list of kings on that page??#,12,,,6,,,,5,,,,,5,6,,,8,,,,,-1,,3,,,,,,,6,,0,,,,,,,0,8,,,8,,,,,,1,,,,,1.780012741,blank,blank,0.913652114,blank,blank,blank,0.424205736,blank,blank,blank,blank,0.954859317,0.993433512,blank,blank,1.867615266,blank,blank,blank,blank,-0.289032955,blank,0.352998066,blank,blank,blank,blank,blank,blank,0.749192314,blank,-0.393689681,blank,blank,blank,blank,blank,blank,-0.279546563,1.024466912,blank,blank,2.534168565,blank,blank,blank,blank,blank,0.175405069,blank,blank,blank,blank,0.771981458,0.860770679,0.61216086
266,580699,"Hi, I think that you do a fantastic job on DELSORT. However, I was just wondering if, when you add to Schools, whether you would be good enough to add them to the appropriate section, please?#",12,,,,1,,,,,-8,-7,,,-6,,,,,3,,10,,,,,,,6,,-6,,,,,,,-6,2,,,0,,,,,,2,,,,,,,,1.780012741,blank,blank,blank,0.18901107,blank,blank,blank,blank,-1.293139472,-1.379844961,blank,blank,-1.476718814,blank,blank,blank,blank,0.007685551,blank,1.840999483,blank,blank,blank,blank,blank,blank,1.136455299,blank,-1.77960667,blank,blank,blank,blank,blank,blank,-0.964371025,0.400732917,blank,blank,-0.446121324,blank,blank,blank,blank,blank,0.433967031,blank,blank,blank,blank,blank,blank,blank,-0.119302936,-0.10834953,-0.1439481
267,479685,"Thanks! By the way, have you sent anything to Maggie since you received the email from the photographer?#",6,,,9,,,,7,,,,,6,6,,,6,,,,,10,,4,,,,,,,6,,0,,,,,,,5,8,,,0,,,,,,1,,,,,0.824446568,blank,blank,1.433402633,blank,blank,blank,0.771614932,blank,blank,blank,blank,1.189722392,0.993433512,blank,blank,1.426406353,blank,blank,blank,blank,1.691878264,blank,0.594777563,blank,blank,blank,blank,blank,blank,0.749192314,blank,-0.393689681,blank,blank,blank,blank,blank,blank,0.939371039,1.024466912,blank,blank,-0.503037206,blank,blank,blank,blank,blank,0.175405069,blank,blank,blank,blank,0.779813619,1.074986059,0.248503226
268,534387,"How can I join, by the way? And is there a Welcoming Comittee userbox?#",3,,,3,,,,3,,,,,6,4,,,3,,,,,5,,2,,,,,,,5,,0,,,,,,,-1,1,,,-5,,,,,,0,,,,,0.346663481,blank,blank,0.393901594,blank,blank,blank,0.07679654,blank,blank,blank,blank,1.189722392,0.581741457,blank,blank,0.764592985,blank,blank,blank,blank,0.791464073,blank,0.111218569,blank,blank,blank,blank,blank,blank,0.579153205,blank,-0.393689681,blank,blank,blank,blank,blank,blank,-0.523330083,-0.262297794,blank,blank,-2.401290812,blank,blank,blank,blank,blank,-0.240049855,blank,blank,blank,blank,0.072471148,0.537250477,-0.764131645
269,527356,"Do you have ""remember me"" set in IE? If not are you using the login link?#",0,,,1,,,,-1,,,,,0,1,,,0,,,,,0,,0,,,,,,,1,,3,,,,,,,-3,4,,,-1,,,,,,0,,,,,-0.131119605,blank,blank,0.047401247,blank,blank,blank,-0.618021852,blank,blank,blank,blank,-0.219456057,-0.035796624,blank,blank,0.102779616,blank,blank,blank,blank,-0.108950117,blank,-0.372340426,blank,blank,blank,blank,blank,blank,-0.101003231,blank,0.719896065,blank,blank,blank,blank,blank,blank,-1.010897123,0.289172794,blank,blank,-0.882687927,blank,blank,blank,blank,blank,-0.240049855,blank,blank,blank,blank,-0.182933792,-0.159611894,-0.224913209
270,544739,"That was awfully quick, considering that it was open for less than 12 hours. Since I must now do them individually, must they be considered ""Second Nominations"" if I put them up again?#",-6,,,-1,,,,-9,,,,,-2,-2,,,0,,,,,-3,,1,,,,,,,-2,,0,,,,,,,-1,0,,,1,,,,,,0,,,,,-1.086685778,blank,blank,-0.299099099,blank,blank,blank,-2.007658636,blank,blank,blank,blank,-0.689182207,-0.653334706,blank,blank,0.102779616,blank,blank,blank,blank,-0.649198631,blank,-0.130560928,blank,blank,blank,blank,blank,blank,-0.611120558,blank,-0.393689681,blank,blank,blank,blank,blank,blank,-0.523330083,-0.446121324,blank,blank,-0.123386484,blank,blank,blank,blank,blank,-0.240049855,blank,blank,blank,blank,-0.553617025,-0.669340103,-0.345315485
271,472594,"And, by the way, shouldn't there have to be actual copyright VIOLATIONS (not just a lack of a machine-readable tag) to delete a photograph? Or are we so concerned with making our project bot-friendly that it doesn't matter if we lose really great images in the process?#",-9,,,-11,,-11,,-8,,,,,-5,,,,,-4,9,,,,,,,-6,,,,3,,-1,,,,,-3,,,-1,,,,,0,,,-3,,,,,,,-1.564468864,blank,blank,-2.031600832,blank,-1.944938372,blank,-1.833954038,blank,blank,blank,blank,-1.393771431,blank,blank,blank,blank,-1.149905917,1.325208608,blank,blank,blank,blank,blank,blank,-1.720264317,blank,blank,blank,0.144292433,blank,-0.286775325,blank,blank,blank,blank,-0.434335689,blank,blank,-0.523330083,blank,blank,blank,blank,-0.165827005,blank,blank,-0.784803539,blank,blank,blank,blank,blank,blank,-0.883176741,-1.129933637,-0.439014328
