Num,Id,Request#,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,
232,324753,"Huaiwei, there is this guy HkCaGu who insist that we shouldnt put Tianjin as one of Xiamen Airline's destination from Singapore just because it passes by Xiamen(MF's HUB) however, this is a direct flight from singapore to tianjin via xiamen. what are your views?#","4: this,5: guy,8: insist,11: shouldnt,22: just,41: what,42: are,43: your,44: views?",,"41: what,42: are,43: your,44: views?",,,,"41: what,42: are,43: your,44: views?","1: Huaiwei,,41: what,42: are,43: your,44: views?","14: as,15: one,16: of,17: Xiamen,18: Airline's,19: destination,33: direct,34: flight,35: from,36: singapore,37: to,38: tianjin","1: Huaiwei,,41: what,42: are,43: your,44: views?",,,"15: one,27: Xiamen(MF's","41: what,42: are,43: your,44: views?","41: what,42: are,43: your,44: views?",,"8: insist,41: what,42: are,43: your,44: views?","2: there,3: is,4: this,5: guy,6: HkCaGu",27: Xiamen(MF's,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,326720,"I was just about to create an article on the 2009 Malawian election; the purpose of adding it to the template was to give me a convenient link when I decided to do it. If red linked elections can't go in the template, why don't you delete all the red linked past elections?#","3: just,4: about,5: to,44: why,45: don't,46: you",,,,,"29: when,30: I,31: decided,32: to,33: do,34: it.,44: why,45: don't,46: you","44: why,45: don't,46: you","44: why,45: don't,46: you","4: about,5: to,6: create,7: an,8: article,9: on,10: the,11: 2009,12: Malawian,13: election;,14: the,15: purpose,16: of,17: adding,47: delete","35: If,36: red,37: linked,38: elections,39: can't,40: go,41: in,42: the,43: template,,44: why,45: don't,46: you,47: delete,48: all,49: the,50: red,51: linked,52: past,53: elections?","12: Malawian,43: template,","44: why,45: don't,46: you,47: delete,48: all,49: the,50: red,51: linked,52: past,53: elections?","44: why,45: don't,46: you,47: delete,48: all,49: the,50: red,51: linked,52: past,53: elections?","44: why,45: don't,46: you","44: why,45: don't,46: you,47: delete,48: all,49: the,50: red,51: linked,52: past,53: elections?","28: link,53: elections?",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,621053,"I've now blocked them as the account appears to be used only for vandalism. Since your username is prone to being mis-spelled can I suggest you set up some ""dead"" <url> accounts to pre-empt further impersonations?#","19: prone,23: can,24: I,25: suggest,34: pre-empt",,,,,"25: suggest,26: you,27: set,28: up",,,,"23: can,24: I,25: suggest","23: can,24: I,25: suggest,26: you","17: username,18: is,19: prone,34: pre-empt,35: further,36: impersonations?","23: can,24: I,25: suggest",,,,,"17: username,22: mis-spelled","23: can,24: I,25: suggest,26: you,27: set,28: up,29: some,30: ""dead"",31: &lt;url&gt;,32: accounts,33: to,34: pre-empt,35: further,36: impersonations?","23: can,24: I,25: suggest,26: you,27: set,28: up,29: some","15: Since,23: can,24: I,25: suggest","23: can,24: I,25: suggest,26: you",34: pre-empt,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,243655,"Yes, I appreciate that my edits were not the best, but they are currently the best available in Wikipedia for guiding readers in understanding there the emergence of the legal systems of the United Kingdom. Do You have a better suggestion?#","3: appreciate,7: were,8: not,9: the,10: best,,11: but,36: Do,37: You,38: have,39: a,40: better,41: suggestion?","14: currently,15: the,16: best,17: available,37: You",,"11: but,12: they,13: are,14: currently,15: the,16: best,17: available,18: in,19: Wikipedia,36: Do,37: You,38: have,39: a,40: better,41: suggestion?","1: Yes,,2: I,3: appreciate,4: that,36: Do,37: You,38: have,39: a,40: better,41: suggestion?","5: my,6: edits,7: were,8: not,9: the,10: best,,11: but,12: they,13: are,14: currently,15: the,16: best,17: available,18: in,19: Wikipedia,40: better,41: suggestion?","1: Yes,,2: I,3: appreciate,4: that,5: my,6: edits,7: were,8: not,9: the,10: best,,16: best,17: available,36: Do,37: You,38: have,39: a,40: better,41: suggestion?","3: appreciate,19: Wikipedia","1: Yes,,2: I,3: appreciate,36: Do,37: You,38: have,39: a,40: better,41: suggestion?","11: but,12: they,13: are,14: currently,15: the,16: best,17: available,18: in,19: Wikipedia","3: appreciate,40: better","1: Yes,,2: I,3: appreciate",,"36: Do,40: better",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,568195,Hi. Just wondering why you deleted the OneCone International article?#,"1: Hi.,3: wondering,6: deleted",,,,,,,"2: Just,3: wondering",,,,,"1: Hi.,2: Just,3: wondering,4: why,5: you","1: Hi.,2: Just,3: wondering",6: deleted,"2: Just,3: wondering",,,,,"8: OneCone,10: article?","2: Just,3: wondering,4: why,5: you","2: Just,3: wondering,4: why,5: you,6: deleted","2: Just,3: wondering","2: Just,3: wondering",,6: deleted,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
237,625202,"<name>, I'm with you, stepping back and looking at it. Shall I merge-tag them or should we just merge them in-house?#","1: <name>,,2: I'm,3: with,4: you,,11: Shall,12: I,17: we",,,,"11: Shall,15: or,16: should,17: we",,,,"1: <name>,","1: <name>,,2: I'm,3: with,4: you,","18: just,19: merge,20: them","2: I'm,3: with,4: you,,5: stepping,6: back,7: and,8: looking,9: at,10: it.","5: stepping,19: merge","2: I'm,3: with,4: you,",,"5: stepping,6: back,7: and,8: looking,9: at,10: it.","2: I'm,3: with,4: you,","11: Shall,12: I,13: merge-tag,14: them,15: or,16: should,17: we,18: just,19: merge,20: them,21: in-house?",6: back,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,397055,I noticed your edits and the Vote for Deletion discussion on the topic. Are you on facebook?#,"2: noticed,10: discussion",,,,,,,"2: noticed,14: Are,15: you",,,,,7: Vote,,"1: I,2: noticed,3: your,14: Are,15: you,16: on,17: facebook?","9: Deletion,10: discussion","2: noticed,14: Are,15: you,16: on,17: facebook?",,,"4: edits,5: and,6: the,7: Vote,8: for,9: Deletion,10: discussion,11: on","14: Are,15: you,16: on,17: facebook?","14: Are,15: you,16: on,17: facebook?",,"14: Are,15: you,16: on,17: facebook?","1: I,2: noticed,3: your,4: edits,5: and,6: the,7: Vote,8: for,9: Deletion,10: discussion,11: on,12: the,13: topic.,14: Are,15: you,16: on,17: facebook?",9: Deletion,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,627565,Let's pretend that we have reached an impasse and then we can stop talking to each other. Deal?#,"2: pretend,8: impasse,11: we,12: can,13: stop,14: talking,15: to,16: each,17: other.,18: Deal?","1: Let's,2: pretend,13: stop,14: talking,18: Deal?",,,"1: Let's,2: pretend,18: Deal?","10: then,11: we,12: can,13: stop,14: talking,15: to,16: each,17: other.,18: Deal?","6: reached,7: an,8: impasse","2: pretend,10: then,11: we,12: can,13: stop,14: talking,15: to,16: each,17: other.,18: Deal?","6: reached,7: an,8: impasse,9: and",18: Deal?,,,,"1: Let's,2: pretend,3: that,4: we,5: have,6: reached,7: an,8: impasse,9: and,10: then,11: we,12: can,13: stop,14: talking,15: to,16: each,17: other.,18: Deal?",18: Deal?,"1: Let's,2: pretend,3: that,4: we,5: have,6: reached,7: an,8: impasse,9: and,10: then,11: we,12: can,13: stop,14: talking,15: to,16: each,17: other.,18: Deal?",18: Deal?,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,549635,Why are you putting <nowiki><person></nowiki> on several pages related with Yu-musicians? IMO this is a pretty <strike>stup</strike> meaningless stub to have; why not <nowiki><person></nowiki> instead?#,"1: Why,2: are,3: you,12: IMO,16: pretty,18: meaningless,22: why,23: not,25: instead?","1: Why,2: are,3: you,12: IMO,18: meaningless,19: stub",,"1: Why,2: are,3: you,12: IMO,16: pretty,18: meaningless","1: Why,2: are,3: you,12: IMO,13: this,14: is,15: a,16: pretty,18: meaningless,22: why,23: not,25: instead?","18: meaningless,19: stub,20: to,21: have;","1: Why,2: are,3: you,4: putting,12: IMO,18: meaningless",,"10: with,11: Yu-musicians?,12: IMO","1: Why,2: are,3: you,22: why,23: not,24: <nowiki><person></nowiki>,25: instead?","1: Why,2: are,3: you,22: why,23: not",,"22: why,23: not","1: Why,2: are,3: you,4: putting,13: this,14: is,15: a,16: pretty,17: <strike>stup</strike>,18: meaningless,19: stub,20: to,21: have;,22: why,23: not,24: <nowiki><person></nowiki>,25: instead?",18: meaningless,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,397901,"Yeah, I agree. What's up with that?#","1: Yeah,,4: What's,5: up,6: with,7: that?","1: Yeah,,2: I,3: agree.",,,"1: Yeah,,2: I,3: agree.,7: that?","1: Yeah,,2: I,3: agree.","4: What's,5: up,6: with,7: that?","1: Yeah,,2: I,3: agree.","4: What's,5: up,6: with,7: that?","1: Yeah,,2: I,3: agree.,4: What's,5: up,6: with,7: that?","1: Yeah,,2: I,3: agree.",,,,,"2: I,3: agree.,4: What's",,,"1: Yeah,",,,,"3: agree.,4: What's,5: up","4: What's,5: up,6: with,7: that?","4: What's,5: up,6: with,7: that?",,"3: agree.,4: What's,5: up,6: with,7: that?",0,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,188918,How do you fix all those edits at once? Do you have to be an admin to do so?#,"5: all,6: those,8: at,9: once?","1: How,2: do,3: you,4: fix,5: all,6: those,7: edits,8: at,9: once?,10: Do,11: you,12: have,13: to,14: be,15: an,16: admin,17: to,18: do,19: so?","1: How,2: do,3: you,10: Do,11: you,12: have","17: to,18: do,19: so?","1: How,8: at,9: once?,12: have,13: to,14: be","1: How,2: do,3: you,4: fix,5: all,6: those,7: edits,8: at,9: once?,10: Do,11: you,12: have,13: to,14: be,15: an,16: admin,17: to,18: do,19: so?","1: How,10: Do,11: you","1: How,2: do,3: you,4: fix,5: all,6: those,7: edits,8: at,9: once?,10: Do,11: you,12: have,13: to,14: be,15: an,16: admin,17: to,18: do,19: so?","9: once?,19: so?",,,,,,"4: fix,5: all,6: those,7: edits,8: at,9: once?,10: Do,11: you,12: have","2: do,10: Do,12: have,13: to",,"8: at,9: once?,10: Do,11: you,12: have,13: to,14: be","10: Do,11: you,12: have,13: to","1: How,2: do,3: you,4: fix,5: all,6: those,7: edits,8: at,9: once?,10: Do,11: you,12: have,13: to,14: be,15: an,16: admin,17: to,18: do,19: so?","1: How,10: Do",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,17000,"Sorry if it seems like I'm bugging you about the above image - I'm trying to determine the copyright holder, which needs to be specified on the image page per <url>a. When I click on the source link, I get an ""access forbidden"" message. Can you please specify the copyright holder on the page?#","1: Sorry,7: bugging,8: you,45: Can,46: you,47: please,48: specify","1: Sorry,47: please",,,,"1: Sorry,4: seems,5: like,6: I'm,7: bugging,8: you,45: Can,46: you,47: please,48: specify","1: Sorry,6: I'm,7: bugging,8: you,14: I'm,15: trying,45: Can,46: you,47: please,48: specify","1: Sorry,47: please,48: specify",1: Sorry,,,"1: Sorry,45: Can,46: you","1: Sorry,2: if,3: it,4: seems,5: like,6: I'm,7: bugging,8: you,14: I'm,15: trying,16: to,45: Can,46: you,47: please","1: Sorry,45: Can,46: you,47: please,48: specify,49: the,50: copyright,51: holder,52: on,53: the,54: page?","5: like,6: I'm,7: bugging,8: you,9: about,10: the,11: above,12: image,13: -,14: I'm,15: trying,16: to,17: determine,18: the,19: copyright","1: Sorry,15: trying,45: Can",,"17: determine,43: forbidden"",50: copyright","1: Sorry,2: if,3: it,4: seems,5: like,45: Can,46: you,47: please","1: Sorry,2: if,3: it,4: seems,5: like,6: I'm,7: bugging,8: you,9: about,45: Can,46: you,47: please,48: specify",1: Sorry,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,209367,What State are you from? New Jersey?#,"6: New,7: Jersey?",,"1: What,2: State,3: are,4: you,5: from?,6: New,7: Jersey?","6: New,7: Jersey?",,"6: New,7: Jersey?",1: What,,,"1: What,2: State,3: are,4: you,5: from?,6: New,7: Jersey?","6: New,7: Jersey?","1: What,2: State,3: are,4: you,5: from?,6: New,7: Jersey?","2: State,4: you,6: New,7: Jersey?",,,,7: Jersey?,,,,,"6: New,7: Jersey?",,,"2: State,6: New,7: Jersey?","1: What,2: State,3: are,4: you,5: from?","1: What,2: State,3: are,4: you,5: from?,6: New,7: Jersey?",1: What,,0,,,,,,,,,,,,,,,,,,,,,,,,,
245,314947,"If you're not using your user page, you should try redirecting it to your talk. Or is this a statement on the futility of userpages in general?#","1: If,2: you're,3: not,4: using,8: you,9: should,10: try","1: If,2: you're,3: not,4: using,5: your,6: user,7: page,,8: you,9: should,10: try,11: redirecting,12: it,13: to,14: your,15: talk.,16: Or,17: is,18: this,19: a,20: statement,21: on,22: the,23: futility,24: of,25: userpages,26: in,27: general?","1: If,2: you're,3: not,8: you,9: should,10: try","8: you,9: should,10: try","2: you're,3: not,4: using,16: Or,17: is,18: this,19: a,20: statement","1: If,2: you're,3: not,4: using,5: your,6: user,7: page,,8: you,9: should,10: try,11: redirecting,12: it,13: to,14: your,15: talk.,16: Or,17: is,18: this,19: a,20: statement,21: on,22: the,23: futility,24: of,25: userpages,26: in,27: general?","8: you,9: should,16: Or,17: is","1: If,2: you're,3: not,8: you,9: should,10: try,16: Or,17: is,18: this,19: a,20: statement,21: on,22: the,23: futility,24: of,25: userpages,26: in,27: general?","16: Or,17: is,18: this,19: a,20: statement,21: on,22: the,23: futility,24: of,25: userpages,26: in,27: general?","17: is,18: this,19: a,20: statement,21: on,22: the,23: futility",9: should,,,,"20: statement,25: userpages","8: you,9: should","8: you,9: should,10: try,11: redirecting,12: it,13: to,14: your,15: talk.","1: If,2: you're,3: not,4: using,5: your,6: user,7: page,,9: should",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,281599,Well? What do you think?#,1: Well?,,,1: Well?,,,,,"1: Well?,4: you,5: think?","2: What,3: do,4: you,5: think?",1: Well?,,,"1: Well?,2: What,3: do,4: you,5: think?",1: Well?,,"1: Well?,2: What,3: do,4: you,5: think?",,1: Well?,,,,,,,"2: What,3: do,4: you,5: think?",,,1: Well?,,,,"2: What,3: do,4: you,5: think?",1: Well?,"1: Well?,2: What,3: do,4: you,5: think?",,1: Well?,,0,,,,,,,,,,,,,,,,
247,34065,I don't think I'll have the time to keep the flies off it all week but I'll have a go (I might get around to incorporating Caitlin Moran's detailed reviews too). Could you not semi it as well?#,"32: Could,33: you,34: not","1: I,2: don't,3: think,4: I'll,5: have,6: the,7: time,32: Could,33: you,34: not","1: I,2: don't,3: think,4: I'll,5: have,6: the,7: time","4: I'll,5: have,6: the,7: time,9: keep,10: the,11: flies,12: off,13: it,18: have,19: a,20: go,32: Could,33: you,34: not","2: don't,3: think,4: I'll,5: have,6: the,7: time,34: not,35: semi,36: it,37: as,38: well?","32: Could,33: you,34: not,35: semi,36: it,37: as,38: well?","10: the,11: flies,32: Could,33: you,34: not","1: I,2: don't,3: think,4: I'll,5: have,6: the,7: time,8: to,9: keep,10: the,11: flies,12: off,13: it,14: all,15: week,16: but,17: I'll,18: have,19: a,20: go,21: (I,22: might,23: get,24: around,25: to,26: incorporating,27: Caitlin,28: Moran's,29: detailed,30: reviews,31: too).,32: Could,33: you,34: not,35: semi,36: it,37: as,38: well?","9: keep,10: the,11: flies,12: off,13: it,32: Could,33: you,34: not,35: semi,36: it,37: as,38: well?","26: incorporating,27: Caitlin",,,32: Could,,,"26: incorporating,27: Caitlin,28: Moran's,29: detailed,30: reviews","1: I,2: don't,3: think,4: I'll,5: have,6: the,7: time,32: Could,33: you,34: not","1: I,2: don't,3: think,4: I'll",,,"16: but,17: I'll,18: have,19: a,20: go,32: Could",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,590326,"I think I'm gonna request a free image from a Wikipedia biography subject by following <url>. I was wondering, if I'm planning to upload the image to Commons and the subject doesn't speak English to understand the e-mail, what should I do?#","39: what,40: should,41: I,42: do?","39: what,40: should,41: I,42: do?",,"31: subject,32: doesn't,33: speak,34: English,39: what,40: should,41: I,42: do?","1: I,2: think,4: gonna,17: I,18: was,19: wondering,,39: what,40: should,41: I,42: do?","39: what,40: should,41: I,42: do?","39: what,40: should,41: I,42: do?","4: gonna,19: wondering,,39: what,40: should","1: I,2: think,3: I'm,4: gonna,17: I,18: was,19: wondering,,39: what,40: should,41: I,42: do?","17: I,18: was,19: wondering,,39: what,40: should,41: I,42: do?","24: upload,25: the,26: image,27: to,28: Commons,29: and,30: the","4: gonna,17: I,18: was,19: wondering,","11: Wikipedia,28: Commons,34: English,38: e-mail,","1: I,2: think,3: I'm,4: gonna,18: was,19: wondering,","17: I,18: was,19: wondering,,20: if,21: I'm,22: planning,23: to,24: upload,25: the,26: image,27: to,28: Commons,29: and,30: the,31: subject,32: doesn't,33: speak,34: English,35: to,36: understand,37: the,38: e-mail,,39: what,40: should,41: I,42: do?","1: I,2: think,3: I'm,4: gonna,5: request,39: what,40: should,41: I,42: do?",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,144985,"Right, I was demonstrating that one could merge <person> with <person>, that option would not appear on players that were not Dual players. Did anything actually break?#","1: Right,,26: actually","1: Right,",,,,,"1: Right,,5: that,6: one,7: could,24: Did,26: actually,27: break?","1: Right,,24: Did,25: anything,26: actually,27: break?","1: Right,,26: actually","1: Right,,24: Did,25: anything,26: actually,27: break?","1: Right,,24: Did,25: anything,26: actually,27: break?","1: Right,,2: I,3: was,4: demonstrating,5: that,6: one,7: could,24: Did,25: anything,26: actually,27: break?","1: Right,,24: Did,25: anything,26: actually,27: break?",,16: appear,,,,"1: Right,",,,,"22: Dual,23: players.","1: Right,","24: Did,25: anything,26: actually,27: break?","1: Right,",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,429116,Turkish boys are circumcised they are Muslim's. Why did you delete it?#,8: Why,,,"1: Turkish,2: boys,3: are,4: circumcised,5: they,6: are,7: Muslim's.","8: Why,9: did,10: you,11: delete,12: it?","8: Why,9: did,10: you,11: delete,12: it?","8: Why,9: did,10: you","8: Why,9: did,10: you","8: Why,9: did,10: you,11: delete,12: it?","8: Why,9: did,10: you,11: delete,12: it?",,"2: boys,5: they,6: are,7: Muslim's.",,,,"3: are,4: circumcised,5: they,6: are,7: Muslim's.","7: Muslim's.,8: Why,9: did,10: you,11: delete,12: it?","1: Turkish,7: Muslim's.","8: Why,9: did,10: you,11: delete","1: Turkish,2: boys,3: are,4: circumcised,5: they,6: are,7: Muslim's.,8: Why,9: did,10: you,11: delete,12: it?",4: circumcised,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,299277,"I can certainly suggest to Isarig that 3RR is not an entitlement, and that dicussion is often the better approach. Would you like me to try to mediate the Karsh page?#","3: certainly,4: suggest,12: entitlement,,19: better,20: approach.,21: Would,22: you,23: like","21: Would,22: you,23: like","1: I,2: can,3: certainly,21: Would,22: you,23: like,24: me,25: to,26: try","21: Would,22: you,23: like,24: me,25: to,26: try,27: to,28: mediate,29: the,30: Karsh,31: page?","21: Would,22: you,23: like",,"1: I,2: can,3: certainly,4: suggest,5: to,6: Isarig,21: Would,22: you,23: like,24: me,25: to,26: try,27: to,28: mediate,29: the,30: Karsh,31: page?","10: not,11: an,12: entitlement,,13: and,14: that,15: dicussion,16: is,17: often,18: the,19: better,20: approach.,21: Would,22: you,23: like,24: me,25: to,26: try,27: to,28: mediate","2: can,3: certainly,4: suggest,21: Would,22: you,23: like",,"21: Would,22: you,23: like",,"8: 3RR,19: better,20: approach.,30: Karsh,31: page?","21: Would,22: you,23: like,24: me",,,"21: Would,22: you,23: like,24: me","3: certainly,4: suggest,21: Would,22: you,23: like",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,126492,So you're interested in both Amiga computers and BDSM! Are you an atheist too?#,"1: So,3: interested,9: BDSM!,10: Are,11: you,12: an,13: atheist,14: too?","1: So,2: you're,3: interested","10: Are,11: you,12: an,13: atheist,14: too?",,"10: Are,11: you,12: an,13: atheist,14: too?","9: BDSM!,10: Are,11: you,12: an,13: atheist,14: too?","1: So,2: you're,3: interested,4: in,5: both,6: Amiga,7: computers,8: and,9: BDSM!,10: Are,11: you,12: an,13: atheist,14: too?","8: and,9: BDSM!,13: atheist","1: So,9: BDSM!",,,,,,"1: So,10: Are,11: you,12: an,13: atheist,14: too?","6: Amiga,7: computers,8: and,9: BDSM!,13: atheist","10: Are,11: you,12: an,13: atheist,14: too?",,"1: So,3: interested,10: Are,11: you,12: an,13: atheist","3: interested,10: Are,11: you,14: too?",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,623938,"One deleteable article at a time, please. This is a <url> G4; do you agree, and if not, why not?#","1: One,2: deleteable,3: article,4: at,5: a,6: time,,7: please.,13: do,14: you,15: agree,,16: and,17: if,18: not,,19: why,20: not?","7: please.,14: you,15: agree,,16: and,17: if,18: not,,19: why,20: not?","1: One,4: at,5: a,6: time,,7: please.,19: why,20: not?","8: This,9: is,10: a,11: <url>,12: G4;,13: do,14: you,15: agree,,16: and,17: if,18: not,,19: why,20: not?","13: do,14: you,15: agree,",,"1: One,2: deleteable,3: article,4: at,5: a,6: time,,7: please.","3: article,4: at,5: a,6: time,,7: please.,8: This,9: is,10: a,11: <url>,12: G4;,13: do,14: you,15: agree,,16: and,17: if,18: not,,19: why,20: not?","7: please.,8: This,9: is,10: a,11: <url>,12: G4;,13: do",,"8: This,9: is,10: a,11: <url>,12: G4;,13: do,14: you,15: agree,,16: and,17: if,18: not,,19: why,20: not?","2: deleteable,3: article",7: please.,,,,,,"1: One,2: deleteable,7: please.,13: do,14: you,15: agree,,16: and,17: if,18: not,,19: why,20: not?","7: please.,15: agree,,16: and,17: if,18: not,,19: why,20: not?",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,89281,You just built an article called Fort Fort Mitchel. Did you mean to have two fort's in the title?#,"7: Fort,8: Fort,12: mean,13: to",,"10: Did,11: you,12: mean","10: Did,11: you,12: mean,13: to",,,"10: Did,11: you,12: mean,13: to,14: have,15: two,16: fort's,17: in,18: the,19: title?","10: Did,11: you,12: mean,13: to","1: You,2: just,3: built,4: an,5: article,6: called,7: Fort,8: Fort,9: Mitchel.,10: Did,11: you,12: mean,13: to,14: have,15: two,16: fort's,17: in,18: the,19: title?","5: article,6: called,7: Fort,8: Fort,9: Mitchel.","10: Did,11: you,12: mean",,,,,"10: Did,11: you,12: mean",,"3: built,7: Fort,8: Fort,9: Mitchel.","2: just,10: Did",,,,,"10: Did,11: you,12: mean","1: You,2: just,3: built,10: Did,11: you,12: mean",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,898,* <url>: 87/88 Quarterfinal (winfall viktory in the second round against former leader of the <url> <url>)? Is there a misetake?#,21: misetake?,,,,21: misetake?,"18: Is,19: there,20: a,21: misetake?",,,"5: (winfall,6: viktory,21: misetake?","18: Is,19: there,20: a,21: misetake?","18: Is,19: there,20: a,21: misetake?",,,"19: there,20: a,21: misetake?","2: <url>:,5: (winfall,6: viktory,16: <url>,17: <url>)""?",,"18: Is,19: there",,,"4: Quarterfinal,21: misetake?",21: misetake?,,,,,"18: Is,19: there,20: a,21: misetake?","18: Is,19: there,20: a,21: misetake?",0,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,623275,"Correcting an article to remove mention of something that ''was made up here in Wikipedia'' and does not exist in any formal definition of the article's subject is a furtherance of the <url> policy, not vandalism. Are you interested in knee-jerk reverting, or in actually making your encyclopedia correct and accurate?#","10: ''was,11: made,12: up,13: here,14: in,15: Wikipedia'',30: furtherance,37: Are,38: you,39: interested,40: in,41: knee-jerk,42: reverting,,43: or,44: in,45: actually,46: making,49: correct,50: and,51: accurate?","28: is,29: a,30: furtherance,44: in,45: actually,46: making","17: does,18: not,19: exist,37: Are,38: you,39: interested,40: in,41: knee-jerk,42: reverting,,43: or,44: in,45: actually,46: making,47: your,48: encyclopedia,49: correct,50: and,51: accurate?","37: Are,38: you,39: interested,40: in,41: knee-jerk,42: reverting,,43: or,44: in,45: actually,46: making,47: your,48: encyclopedia,49: correct,50: and,51: accurate?","37: Are,38: you,39: interested,40: in,41: knee-jerk,42: reverting,,43: or,44: in,45: actually,46: making,47: your,48: encyclopedia,49: correct,50: and,51: accurate?","37: Are,38: you,39: interested,40: in,41: knee-jerk,42: reverting,,43: or,44: in,45: actually,46: making,47: your,48: encyclopedia,49: correct,50: and,51: accurate?","15: Wikipedia'',16: and,17: does,18: not,19: exist,20: in,21: any,22: formal,23: definition,24: of,25: the,26: article's,27: subject,28: is,29: a,30: furtherance","37: Are,38: you,39: interested",,,,,"1: Correcting,2: an,37: Are,38: you","15: Wikipedia'',36: vandalism.,48: encyclopedia","37: Are,38: you,39: interested,43: or",,,"37: Are,38: you,39: interested","30: furtherance,31: of,35: not,36: vandalism.,41: knee-jerk,42: reverting,",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,211646,how do you know that Yuvan is confirmed for Striker? You indeed referring to the <url> starring Siddharth?#,"1: how,2: do,3: you,4: know,12: indeed,13: referring","1: how,2: do,3: you,4: know","1: how,2: do,3: you,4: know,11: You,12: indeed,13: referring","11: You,12: indeed,13: referring,14: to,15: the,16: <url>,17: starring,18: Siddharth?","1: how,2: do,3: you,4: know",,"1: how,2: do,3: you,4: know,5: that,6: Yuvan,7: is,8: confirmed,9: for,10: Striker?,11: You,12: indeed,13: referring,14: to,15: the,16: <url>,17: starring,18: Siddharth?","16: <url>,17: starring,18: Siddharth?","1: how,2: do,3: you,4: know",,,,,"11: You,12: indeed",,,"8: confirmed,12: indeed,18: Siddharth?","1: how,12: indeed,13: referring",,,"1: how,2: do,3: you,4: know,11: You,12: indeed,13: referring","1: how,2: do,3: you,4: know,8: confirmed,9: for,10: Striker?,12: indeed",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,627331,"Incidentally, your username seems familiar. Do you contribute to SPGB-related forums by any chance?#","1: Incidentally,,12: by,13: any,14: chance?","12: by,13: any,14: chance?","12: by,13: any,14: chance?",,,,"10: SPGB-related,11: forums,12: by,13: any,14: chance?","12: by,13: any,14: chance?",,"6: Do,7: you,8: contribute,9: to,10: SPGB-related,11: forums,12: by,13: any,14: chance?","5: familiar.,6: Do,7: you,8: contribute","6: Do,7: you,8: contribute,12: by,13: any,14: chance?",,"6: Do,7: you",,,"3: username,10: SPGB-related","4: seems,12: by,13: any,14: chance?",,,"1: Incidentally,,6: Do,7: you,8: contribute,12: by,13: any,14: chance?","1: Incidentally,,4: seems,12: by,13: any,14: chance?",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
